x,y
-1.762331838565022,-0.006726457399103
-1.762331838565022,0.006726457399103
-1.385650224215247,-0.006726457399103
-1.385650224215247,0.006726457399103
-1.358744394618834,-0.033632286995516
-1.358744394618834,-0.020179372197309
-1.358744394618834,-0.006726457399103
-1.358744394618834,0.006726457399103
-1.358744394618834,0.020179372197310
-1.358744394618834,0.033632286995516
-1.331838565022421,-0.047085201793722
-1.331838565022421,-0.033632286995516
-1.331838565022421,-0.020179372197309
-1.331838565022421,-0.006726457399103
-1.331838565022421,0.006726457399103
-1.331838565022421,0.020179372197310
-1.331838565022421,0.033632286995516
-1.331838565022421,0.047085201793722
-1.304932735426009,-0.047085201793722
-1.304932735426009,-0.033632286995516
-1.304932735426009,-0.020179372197309
-1.304932735426009,-0.006726457399103
-1.304932735426009,0.006726457399103
-1.304932735426009,0.020179372197310
-1.304932735426009,0.033632286995516
-1.304932735426009,0.047085201793722
-1.278026905829596,-0.047085201793722
-1.278026905829596,-0.033632286995516
-1.278026905829596,-0.020179372197309
-1.278026905829596,-0.006726457399103
-1.278026905829596,0.006726457399103
-1.278026905829596,0.020179372197310
-1.278026905829596,0.033632286995516
-1.278026905829596,0.047085201793722
-1.251121076233184,-0.006726457399103
-1.251121076233184,0.006726457399103
-1.224215246636771,-0.100896860986547
-1.224215246636771,-0.087443946188341
-1.224215246636771,-0.073991031390134
-1.224215246636771,-0.060538116591928
-1.224215246636771,-0.047085201793722
-1.224215246636771,-0.033632286995516
-1.224215246636771,-0.020179372197309
-1.224215246636771,-0.006726457399103
-1.224215246636771,0.006726457399103
-1.224215246636771,0.020179372197310
-1.224215246636771,0.033632286995516
-1.224215246636771,0.047085201793722
-1.224215246636771,0.060538116591928
-1.224215246636771,0.073991031390135
-1.224215246636771,0.087443946188341
-1.224215246636771,0.100896860986547
-1.197309417040359,-0.141255605381166
-1.197309417040359,-0.127802690582960
-1.197309417040359,-0.114349775784753
-1.197309417040359,-0.100896860986547
-1.197309417040359,-0.087443946188341
-1.197309417040359,-0.073991031390134
-1.197309417040359,-0.060538116591928
-1.197309417040359,-0.047085201793722
-1.197309417040359,-0.033632286995516
-1.197309417040359,-0.020179372197309
-1.197309417040359,-0.006726457399103
-1.197309417040359,0.006726457399103
-1.197309417040359,0.020179372197310
-1.197309417040359,0.033632286995516
-1.197309417040359,0.047085201793722
-1.197309417040359,0.060538116591928
-1.197309417040359,0.073991031390135
-1.197309417040359,0.087443946188341
-1.197309417040359,0.100896860986547
-1.197309417040359,0.114349775784753
-1.197309417040359,0.127802690582960
-1.197309417040359,0.141255605381166
-1.170403587443946,-0.181614349775785
-1.170403587443946,-0.168161434977578
-1.170403587443946,-0.154708520179372
-1.170403587443946,-0.141255605381166
-1.170403587443946,-0.127802690582960
-1.170403587443946,-0.114349775784753
-1.170403587443946,-0.100896860986547
-1.170403587443946,-0.087443946188341
-1.170403587443946,-0.073991031390134
-1.170403587443946,-0.060538116591928
-1.170403587443946,-0.047085201793722
-1.170403587443946,-0.033632286995516
-1.170403587443946,-0.020179372197309
-1.170403587443946,-0.006726457399103
-1.170403587443946,0.006726457399103
-1.170403587443946,0.020179372197310
-1.170403587443946,0.033632286995516
-1.170403587443946,0.047085201793722
-1.170403587443946,0.060538116591928
-1.170403587443946,0.073991031390135
-1.170403587443946,0.087443946188341
-1.170403587443946,0.100896860986547
-1.170403587443946,0.114349775784753
-1.170403587443946,0.127802690582960
-1.170403587443946,0.141255605381166
-1.170403587443946,0.154708520179372
